id_dcie,id_dimension,id_fuente_origen
8091,P550,P:55:0
8092,P551,P:55:1
8093,P558,P:55:8
8094,P559,P:55:9
8095,P560,P:56:0
8096,P569,P:56:9
1199,P57,P:57
8097,P570,P:57:0
8098,P578,P:57:8
8099,P579,P:57:9
1200,P58,P:58
8100,P580,P:58:0
8101,P581,P:58:1
8102,P582,P:58:2
8103,P583,P:58:3
8104,P584,P:58:4
8105,P585,P:58:5
8106,P588,P:58:8
8107,P589,P:58:9
1201,P59,P:59
8108,P590,P:59:0
8109,P591,P:59:1
8110,P592,P:59:2
8111,P593,P:59:3
8112,P598,P:59:8
8113,P599,P:59:9
1202,P60,P:60
1203,P61,P:61
8114,P610,P:61:0
8115,P611,P:61:1
8116,P612,P:61:2
8117,P613,P:61:3
8118,P614,P:61:4
8119,P615,P:61:5
8120,P616,P:61:6
8122,P619,P:61:9
8123,P700,P:70:0
8124,P701,P:70:1
8125,P702,P:70:2
8126,P703,P:70:3
8127,P704,P:70:4
8128,P708,P:70:8
8129,P709,P:70:9
1205,P71,P:71
8130,P710,P:71:0
8131,P711,P:71:1
8136,P719,P:71:9
8138,P721,P:72:1
8139,P722,P:72:2
8141,P729,P:72:9
8142,P740,P:74:0
8143,P741,P:74:1
8144,P742,P:74:2
8145,P743,P:74:3
8146,P744,P:74:4
8149,P749,P:74:9
1208,P75,P:75
1209,P76,P:76
8150,P760,P:76:0
8151,P761,P:76:1
8152,P762,P:76:2
8153,P768,P:76:8
8154,P769,P:76:9
1210,P77,P:77
1211,P78,P:78
8155,P780,P:78:0
8157,P782,P:78:2
8158,P783,P:78:3
8159,P788,P:78:8
8160,P789,P:78:9
1212,P80,P:80
8162,P808,P:80:8
8163,P809,P:80:9
1213,P81,P:81
8164,P810,P:81:0
8165,P818,P:81:8
8166,P819,P:81:9
1214,P83,P:83
8167,P830,P:83:0
8168,P831,P:83:1
8169,P832,P:83:2
8170,P833,P:83:3
8171,P834,P:83:4
8172,P835,P:83:5
8173,P836,P:83:6
8174,P838,P:83:8
8175,P839,P:83:9
1215,P90,P:90
1216,P91,P:91
8176,P910,P:91:0
8177,P911,P:91:1
8178,P912,P:91:2
8179,P913,P:91:3
8180,P914,P:91:4
8181,P915,P:91:5
8183,P918,P:91:8
8184,P919,P:91:9
1217,P92,P:92
8185,P920,P:92:0
8186,P921,P:92:1
8187,P922,P:92:2
8188,P923,P:92:3
8189,P924,P:92:4
8190,P925,P:92:5
8191,P928,P:92:8
8192,P929,P:92:9
1219,P94,P:94
8195,P942,P:94:2
8197,P949,P:94:9
1220,P95,P:95
1221,P96,P:96
8198,P960,P:96:0
8201,P963,P:96:3
8202,P964,P:96:4
8203,P965,P:96:5
8204,P968,P:96:8
8205,P969,P:96:9
1222,Q 0,Q:00
8206,Q 0,Q:00:0
8207,Q 1,Q:00:1
8208,Q 2,Q:00:2
1223,Q 1,Q:01
8209,Q 10,Q:01:0
8210,Q 11,Q:01:1
8211,Q 12,Q:01:2
8212,Q 18,Q:01:8
8213,Q 19,Q:01:9
1224,Q 2,Q:02
1225,Q 3,Q:03
8214,Q 30,Q:03:0
8215,Q 31,Q:03:1
8216,Q 38,Q:03:8
8217,Q 39,Q:03:9
8218,Q 40,Q:04:0
8220,Q 42,Q:04:2
8221,Q 43,Q:04:3
8224,Q 46,Q:04:6
8225,Q 48,Q:04:8
8226,Q 49,Q:04:9
1227,Q 5,Q:05
8227,Q 50,Q:05:0
8229,Q 52,Q:05:2
8230,Q 53,Q:05:3
8231,Q 54,Q:05:4
8232,Q 55,Q:05:5
8234,Q 57,Q:05:7
8235,Q 58,Q:05:8
8236,Q 59,Q:05:9
1228,Q 6,Q:06
8242,Q 68,Q:06:8
8243,Q 69,Q:06:9
1229,Q 7,Q:07
8244,Q 70,Q:07:0
8245,Q 78,Q:07:8
8246,Q 79,Q:07:9
8247,Q 100,Q:10:0
8248,Q 101,Q:10:1
8249,Q 102,Q:10:2
8250,Q 103,Q:10:3
8252,Q 105,Q:10:5
8253,Q 106,Q:10:6
8254,Q 107,Q:10:7
1231,Q 11,Q:11
8256,Q 111,Q:11:1
8257,Q 112,Q:11:2
8258,Q 113,Q:11:3
8259,Q 120,Q:12:0
8260,Q 121,Q:12:1
8265,Q 129,Q:12:9
8266,Q 130,Q:13:0
8270,Q 134,Q:13:4
8279,Q 149,Q:14:9
1235,Q 15,Q:15
8281,Q 158,Q:15:8
8282,Q 159,Q:15:9
8283,Q 160,Q:16:0
8284,Q 161,Q:16:1
8285,Q 162,Q:16:2
8286,Q 163,Q:16:3
8287,Q 164,Q:16:4
8288,Q 165,Q:16:5
8289,Q 169,Q:16:9
1237,Q 17,Q:17
8290,Q 170,Q:17:0
8291,Q 171,Q:17:1
8292,Q 172,Q:17:2
8293,Q 173,Q:17:3
8294,Q 174,Q:17:4
8296,Q 178,Q:17:8
8297,Q 179,Q:17:9
8298,Q 180,Q:18:0
8299,Q 181,Q:18:1
8302,Q 184,Q:18:4
8303,Q 185,Q:18:5
8306,Q 188,Q:18:8
8307,Q 189,Q:18:9
1239,Q 20,Q:20
8308,Q 200,Q:20:0
8309,Q 201,Q:20:1
8311,Q 203,Q:20:3
8313,Q 205,Q:20:5
8314,Q 206,Q:20:6
8315,Q 208,Q:20:8
8316,Q 209,Q:20:9
8317,Q 210,Q:21:0
8318,Q 211,Q:21:1
8319,Q 212,Q:21:2
8320,Q 213,Q:21:3
8322,Q 218,Q:21:8
8323,Q 219,Q:21:9
8325,Q 221,Q:22:1
8326,Q 222,Q:22:2
8328,Q 224,Q:22:4
8329,Q 225,Q:22:5
8332,Q 229,Q:22:9
8334,Q 231,Q:23:1
8335,Q 232,Q:23:2
8337,Q 234,Q:23:4
8339,Q 239,Q:23:9
8340,Q 240,Q:24:0
8343,Q 243,Q:24:3
8344,Q 244,Q:24:4
8346,Q 246,Q:24:6
8347,Q 248,Q:24:8
8348,Q 249,Q:24:9
8349,Q 250,Q:25:0
8350,Q 251,Q:25:1
8351,Q 252,Q:25:2
8352,Q 253,Q:25:3
8354,Q 255,Q:25:5
8355,Q 256,Q:25:6
8356,Q 257,Q:25:7
8357,Q 258,Q:25:8
8358,Q 259,Q:25:9
1245,Q 26,Q:26
8359,Q 260,Q:26:0
8361,Q 262,Q:26:2
8362,Q 263,Q:26:3
8363,Q 264,Q:26:4
8367,Q 269,Q:26:9
8368,Q 270,Q:27:0
8372,Q 274,Q:27:4
8374,Q 279,Q:27:9
8375,Q 280,Q:28:0
8377,Q 282,Q:28:2
8380,Q 289,Q:28:9
8381,Q 300,Q:30:0
8384,Q 303,Q:30:3
8386,Q 309,Q:30:9
8390,Q 313,Q:31:3
8391,Q 315,Q:31:5
8393,Q 319,Q:31:9
8396,Q 322,Q:32:2
8405,Q 336,Q:33:6
8407,Q 339,Q:33:9
8411,Q 349,Q:34:9
1253,Q 35,Q:35
8412,Q 351,Q:35:1
8413,Q 353,Q:35:3
8414,Q 355,Q:35:5
8416,Q 359,Q:35:9
1254,Q 36,Q:36
8417,Q 360,Q:36:0
8418,Q 361,Q:36:1
8419,Q 369,Q:36:9
1255,Q 37,Q:37
8420,Q 370,Q:37:0
8421,Q 371,Q:37:1
8422,Q 372,Q:37:2
8423,Q 373,Q:37:3
8424,Q 374,Q:37:4
8425,Q 375,Q:37:5
8426,Q 378,Q:37:8
8427,Q 379,Q:37:9
8428,Q 380,Q:38:0
8429,Q 381,Q:38:1
8430,Q 382,Q:38:2
8431,Q 383,Q:38:3
8433,Q 385,Q:38:5
8434,Q 386,Q:38:6
8436,Q 388,Q:38:8
1257,Q 39,Q:39
8437,Q 390,Q:39:0
8438,Q 391,Q:39:1
8439,Q 392,Q:39:2
8444,Q 398,Q:39:8
8445,Q 399,Q:39:9
8446,Q 400,Q:40:0
8447,Q 401,Q:40:1
8448,Q 402,Q:40:2
8449,Q 403,Q:40:3
8451,Q 409,Q:40:9
1259,Q 41,Q:41
8452,Q 410,Q:41:0
8453,Q 411,Q:41:1
8456,Q 419,Q:41:9
1260,Q 42,Q:42
8458,Q 421,Q:42:1
8459,Q 422,Q:42:2
8460,Q 423,Q:42:3
8461,Q 428,Q:42:8
8462,Q 429,Q:42:9
8463,Q 430,Q:43:0
8464,Q 431,Q:43:1
8466,Q 433,Q:43:3
8468,Q 435,Q:43:5
8469,Q 436,Q:43:6
8471,Q 438,Q:43:8
8472,Q 439,Q:43:9
8473,Q 440,Q:44:0
8475,Q 442,Q:44:2
1263,Q 45,Q:45
8486,Q 459,Q:45:9
8488,Q 501,Q:50:1
8490,Q 503,Q:50:3
8506,Q 522,Q:52:2
8509,Q 525,Q:52:5
8511,Q 527,Q:52:7
8512,Q 528,Q:52:8
8513,Q 529,Q:52:9
1267,Q 53,Q:53
8514,Q 530,Q:53:0
8515,Q 531,Q:53:1
8516,Q 532,Q:53:2
8517,Q 539,Q:53:9
1268,Q 54,Q:54
8519,Q 541,Q:54:1
8520,Q 542,Q:54:2
8524,Q 549,Q:54:9
8526,Q 551,Q:55:1
8527,Q 552,Q:55:2
8530,Q 555,Q:55:5
8531,Q 556,Q:55:6
8533,Q 559,Q:55:9
8534,Q 560,Q:56:0
8535,Q 561,Q:56:1
8537,Q 563,Q:56:3
8538,Q 564,Q:56:4
8539,Q 600,Q:60:0
8541,Q 602,Q:60:2
8545,Q 606,Q:60:6
8546,Q 610,Q:61:0
8549,Q 613,Q:61:3
8552,Q 618,Q:61:8
8554,Q 620,Q:62:0
8555,Q 621,Q:62:1
8560,Q 626,Q:62:6
8561,Q 627,Q:62:7
8568,Q 639,Q:63:9
8569,Q 640,Q:64:0
8572,Q 643,Q:64:3
8573,Q 644,Q:64:4
8577,Q 648,Q:64:8
8578,Q 649,Q:64:9
1276,Q 65,Q:65
8579,Q 650,Q:65:0
8580,Q 651,Q:65:1
8581,Q 652,Q:65:2
8582,Q 653,Q:65:3
8585,Q 656,Q:65:6
8586,Q 658,Q:65:8
8587,Q 659,Q:65:9
1277,Q 66,Q:66
8588,Q 660,Q:66:0
8589,Q 661,Q:66:1
8590,Q 662,Q:66:2
8591,Q 663,Q:66:3
8592,Q 664,Q:66:4
8593,Q 665,Q:66:5
8594,Q 666,Q:66:6
8595,Q 667,Q:66:7
8596,Q 668,Q:66:8
8597,Q 669,Q:66:9
8598,Q 670,Q:67:0
8602,Q 674,Q:67:4
8603,Q 675,Q:67:5
8607,Q 680,Q:68:0
8608,Q 681,Q:68:1
8609,Q 682,Q:68:2
8613,Q 688,Q:68:8
1280,Q 69,Q:69
8614,Q 690,Q:69:0
8615,Q 691,Q:69:1
8616,Q 692,Q:69:2
8617,Q 699,Q:69:9
1281,Q 70,Q:70
8618,Q 700,Q:70:0
8620,Q 702,Q:70:2
8621,Q 703,Q:70:3
8622,Q 704,Q:70:4
8623,Q 709,Q:70:9
8624,Q 710,Q:71:0
8626,Q 712,Q:71:2
8627,Q 713,Q:71:3
8631,Q 718,Q:71:8
8632,Q 719,Q:71:9
8633,Q 720,Q:72:0
8634,Q 721,Q:72:1
8635,Q 722,Q:72:2
8636,Q 723,Q:72:3
8641,Q 728,Q:72:8
8644,Q 731,Q:73:1
8645,Q 738,Q:73:8
1285,Q 74,Q:74
8646,Q 740,Q:74:0
8647,Q 741,Q:74:1
8648,Q 742,Q:74:2
8649,Q 743,Q:74:3
8650,Q 748,Q:74:8
8651,Q 749,Q:74:9
8652,Q 750,Q:75:0
8653,Q 751,Q:75:1
8654,Q 752,Q:75:2
8655,Q 753,Q:75:3
8656,Q 754,Q:75:4
8658,Q 758,Q:75:8
8659,Q 759,Q:75:9
1287,Q 76,Q:76
8660,Q 760,Q:76:0
8664,Q 764,Q:76:4
8666,Q 766,Q:76:6
8667,Q 767,Q:76:7
8669,Q 769,Q:76:9
8671,Q 771,Q:77:1
8674,Q 774,Q:77:4
8680,Q 780,Q:78:0
8684,Q 784,Q:78:4
8687,Q 788,Q:78:8
8688,Q 789,Q:78:9
8689,Q 790,Q:79:0
8691,Q 792,Q:79:2
8692,Q 793,Q:79:3
8693,Q 794,Q:79:4
8694,Q 795,Q:79:5
8696,Q 798,Q:79:8
8697,Q 799,Q:79:9
1291,Q 80,Q:80
8698,Q 800,Q:80:0
8699,Q 801,Q:80:1
8700,Q 802,Q:80:2
8701,Q 803,Q:80:3
8702,Q 804,Q:80:4
8703,Q 808,Q:80:8
8704,Q 809,Q:80:9
8705,Q 810,Q:81:0
8709,Q 819,Q:81:9
8710,Q 820,Q:82:0
8715,Q 825,Q:82:5
8716,Q 828,Q:82:8
8717,Q 829,Q:82:9
8723,Q 839,Q:83:9
8727,Q 843,Q:84:3
8731,Q 848,Q:84:8
8733,Q 850,Q:85:0
8737,Q 860,Q:86:0
8738,Q 861,Q:86:1
8739,Q 862,Q:86:2
8740,Q 868,Q:86:8
8741,Q 870,Q:87:0
8743,Q 872,Q:87:2
8746,Q 875,Q:87:5
8747,Q 878,Q:87:8
1299,Q 89,Q:89
8748,Q 890,Q:89:0
8749,Q 891,Q:89:1
8750,Q 892,Q:89:2
8751,Q 893,Q:89:3
8752,Q 894,Q:89:4
8753,Q 897,Q:89:7
8754,Q 898,Q:89:8
8755,Q 899,Q:89:9
1300,Q 90,Q:90
8756,Q 900,Q:90:0
8757,Q 901,Q:90:1
8758,Q 902,Q:90:2
8759,Q 909,Q:90:9
8762,Q 912,Q:91:2
8763,Q 913,Q:91:3
8765,Q 915,Q:91:5
8767,Q 917,Q:91:7
8774,Q 926,Q:92:6
8777,Q 929,Q:92:9
1303,Q 93,Q:93
8804,Q 971,Q:97:1
8811,Q 982,Q:98:2
1308,Q 99,Q:99
8819,Q 990,Q:99:0
8822,Q 998,Q:99:8
8823,Q 999,Q:99:9
1309,R00,R:00
8824,R000,R:00:0
8825,R001,R:00:1
1310,R01,R:01
8828,R010,R:01:0
8829,R011,R:01:1
8830,R012,R:01:2
1311,R02,R:02
8831,R030,R:03:0
1313,R04,R:04
8833,R040,R:04:0
8834,R041,R:04:1
8835,R042,R:04:2
8837,R049,R:04:9
1314,R05,R:05
1315,R06,R:06
8838,R060,R:06:0
8839,R061,R:06:1
8840,R062,R:06:2
8841,R063,R:06:3
8842,R064,R:06:4
8843,R065,R:06:5
8844,R066,R:06:6
8845,R067,R:06:7
8846,R068,R:06:8
1316,R07,R:07
8847,R070,R:07:0
8848,R071,R:07:1
8849,R072,R:07:2
8850,R073,R:07:3
8851,R074,R:07:4
1317,R09,R:09
8852,R090,R:09:0
8853,R091,R:09:1
8854,R092,R:09:2
8855,R093,R:09:3
8856,R098,R:09:8
1318,R10,R:10
8857,R100,R:10:0
8858,R101,R:10:1
8859,R102,R:10:2
8860,R103,R:10:3
8861,R104,R:10:4
1319,R11,R:11
1320,R12,R:12
1321,R13,R:13
1322,R14,R:14
1323,R15,R:15
8862,R160,R:16:0
8863,R161,R:16:1
8864,R162,R:16:2
1325,R17,R:17
1326,R18,R:18
1327,R19,R:19
8865,R190,R:19:0
8866,R191,R:19:1
8867,R192,R:19:2
8868,R193,R:19:3
8869,R194,R:19:4
8870,R195,R:19:5
8872,R198,R:19:8
1328,R20,R:20
8874,R201,R:20:1
8875,R202,R:20:2
8876,R203,R:20:3
8877,R208,R:20:8
1329,R21,R:21
1330,R22,R:22
8878,R220,R:22:0
8879,R221,R:22:1
8880,R222,R:22:2
8881,R223,R:22:3
8882,R224,R:22:4
8883,R227,R:22:7
8884,R229,R:22:9
1331,R23,R:23
8885,R230,R:23:0
8886,R231,R:23:1
8888,R233,R:23:3
8889,R234,R:23:4
8890,R238,R:23:8
1332,R25,R:25
8893,R252,R:25:2
8894,R253,R:25:3
8897,R261,R:26:1
8898,R262,R:26:2
1334,R27,R:27
8901,R270,R:27:0
8902,R278,R:27:8
1335,R29,R:29
8905,R292,R:29:2
8907,R294,R:29:4
8909,R298,R:29:8
8910,R300,R:30:0
8911,R301,R:30:1
8912,R309,R:30:9
1337,R31,R:31
1338,R32,R:32
1339,R33,R:33
1340,R34,R:34
1341,R35,R:35
1342,R36,R:36
8916,R398,R:39:8
8920,R410,R:41:0
8924,R418,R:41:8
1346,R42,R:42
8928,R438,R:43:8
8934,R450,R:45:0
8937,R453,R:45:3
8938,R454,R:45:4
8940,R456,R:45:6
8941,R457,R:45:7
8942,R458,R:45:8
1350,R46,R:46
8943,R460,R:46:0
8945,R462,R:46:2
8946,R463,R:46:3
8951,R468,R:46:8
8953,R471,R:47:1
8954,R478,R:47:8
1353,R49,R:49
8959,R490,R:49:0
8960,R491,R:49:1
8961,R492,R:49:2
1354,R50,R:50
14605,R500,R:50:0
14606,R501,R:50:1
8965,R509,R:50:9
1355,R51,R:51
1356,R52,R:52
8966,R520,R:52:0
8967,R521,R:52:1
8968,R522,R:52:2
8969,R529,R:52:9
1357,R53,R:53
1359,R55,R:55
1360,R56,R:56
8970,R560,R:56:0
8971,R568,R:56:8
1361,R57,R:57
8972,R570,R:57:0
8973,R571,R:57:1
8975,R578,R:57:8
8976,R579,R:57:9
1362,R58,R:58
1363,R59,R:59
8977,R590,R:59:0
8978,R591,R:59:1
8979,R599,R:59:9
1364,R60,R:60
8980,R600,R:60:0
8981,R601,R:60:1
8982,R609,R:60:9
8984,R611,R:61:1
8985,R619,R:61:9
1366,R62,R:62
8986,R620,R:62:0
8987,R628,R:62:8
8988,R629,R:62:9
1367,R63,R:63
8989,R630,R:63:0
8990,R631,R:63:1
8992,R633,R:63:3
8993,R634,R:63:4
8994,R635,R:63:5
8996,R638,R:63:8
1368,R64,R:64
1370,R68,R:68
9002,R680,R:68:0
9003,R681,R:68:1
9004,R682,R:68:2
9006,R688,R:68:8
1371,R69,R:69
1374,R72,R:72
9009,R730,R:73:0
9010,R739,R:73:9
1377,R75,R:75
9015,R761,R:76:1
9016,R762,R:76:2
9020,R771,R:77:1
9028,R784,R:78:4
9035,R798,R:79:8
1382,R80,R:80
1384,R82,R:82
9044,R827,R:82:7
9046,R829,R:82:9
9056,R839,R:83:9
1391,R90,R:90
9107,R900,R:90:0
1393,R92,R:92
9109,R930,R:93:0
9110,R931,R:93:1
9121,R943,R:94:3
1396,R95,R:95
9129,R960,R:96:0
9130,R961,R:96:1
1398,R98,R:98
1399,R99,R:99
1400,S00,S:00
9131,S000,S:00:0
9132,S001,S:00:1
9134,S003,S:00:3
9135,S004,S:00:4
9136,S005,S:00:5
9137,S007,S:00:7
9138,S008,S:00:8
9139,S009,S:00:9
1401,S01,S:01
9140,S010,S:01:0
9141,S011,S:01:1
9142,S012,S:01:2
9143,S013,S:01:3
9145,S015,S:01:5
9146,S017,S:01:7
9147,S018,S:01:8
9148,S019,S:01:9
9149,S020,S:02:0
9150,S021,S:02:1
9151,S022,S:02:2
9153,S024,S:02:4
9154,S025,S:02:5
9157,S028,S:02:8
9158,S029,S:02:9
9159,S030,S:03:0
9161,S032,S:03:2
9163,S034,S:03:4
9174,S049,S:04:9
9175,S050,S:05:0
9176,S051,S:05:1
9178,S053,S:05:3
9180,S055,S:05:5
9183,S058,S:05:8
9184,S059,S:05:9
1406,S06,S:06
9185,S060,S:06:0
9186,S061,S:06:1
9187,S062,S:06:2
9188,S063,S:06:3
9189,S064,S:06:4
9190,S065,S:06:5
9191,S066,S:06:6
9193,S068,S:06:8
9194,S069,S:06:9
9196,S071,S:07:1
9198,S079,S:07:9
1408,S08,S:08
9203,S090,S:09:0
9207,S098,S:09:8
9208,S099,S:09:9
9210,S101,S:10:1
9213,S109,S:10:9
9219,S119,S:11:9
1412,S12,S:12
9224,S128,S:12:8
9225,S129,S:12:9
9228,S132,S:13:2
9233,S140,S:14:0
9236,S143,S:14:3
9239,S146,S:14:6
1418,S18,S:18
9252,S199,S:19:9
9253,S200,S:20:0
9255,S202,S:20:2
9259,S208,S:20:8
9265,S219,S:21:9
9266,S220,S:22:0
9269,S223,S:22:3
9270,S224,S:22:4
9273,S229,S:22:9
9296,S260,S:26:0
9302,S273,S:27:3
9314,S299,S:29:9
9315,S300,S:30:0
9316,S301,S:30:1
9317,S302,S:30:2
9320,S309,S:30:9
9321,S310,S:31:0
9322,S311,S:31:1
9323,S312,S:31:2
9324,S313,S:31:3
9325,S314,S:31:4
9328,S318,S:31:8
9331,S322,S:32:2
9336,S328,S:32:8
9345,S340,S:34:0
9346,S341,S:34:1
9378,S376,S:37:6
9381,S379,S:37:9
9382,S380,S:38:0
9385,S383,S:38:3
9387,S396,S:39:6
9389,S398,S:39:8
9390,S399,S:39:9
9391,S400,S:40:0
9392,S407,S:40:7
9393,S408,S:40:8
9394,S409,S:40:9
9396,S411,S:41:1
9398,S418,S:41:8
1442,S42,S:42
9399,S420,S:42:0
9401,S422,S:42:2
9402,S423,S:42:3
9403,S424,S:42:4
9405,S428,S:42:8
9406,S429,S:42:9
9407,S430,S:43:0
9408,S431,S:43:1
9409,S432,S:43:2
9414,S437,S:43:7
9440,S489,S:48:9
9442,S498,S:49:8
9443,S499,S:49:9
1450,S50,S:50
9444,S500,S:50:0
9445,S501,S:50:1
9448,S509,S:50:9
9450,S517,S:51:7
9451,S518,S:51:8
9452,S519,S:51:9
1452,S52,S:52
9453,S520,S:52:0
9454,S521,S:52:1
9455,S522,S:52:2
9456,S523,S:52:3
9457,S524,S:52:4
9458,S525,S:52:5
9459,S526,S:52:6
9460,S527,S:52:7
9461,S528,S:52:8
9462,S529,S:52:9
1453,S53,S:53
9464,S531,S:53:1
9467,S534,S:53:4
9468,S540,S:54:0
9495,S597,S:59:7
9497,S599,S:59:9
9498,S600,S:60:0
9499,S601,S:60:1
9500,S602,S:60:2
9502,S608,S:60:8
9503,S609,S:60:9
9504,S610,S:61:0
9505,S611,S:61:1
9506,S617,S:61:7
9507,S618,S:61:8
9508,S619,S:61:9
1462,S62,S:62
9509,S620,S:62:0
9513,S624,S:62:4
9514,S625,S:62:5
9515,S626,S:62:6
9516,S627,S:62:7
9517,S628,S:62:8
9519,S631,S:63:1
9523,S635,S:63:5
9525,S637,S:63:7
9526,S640,S:64:0
9557,S682,S:68:2
9564,S699,S:69:9
9565,S700,S:70:0
9566,S701,S:70:1
9567,S707,S:70:7
9570,S710,S:71:0
9571,S711,S:71:1
9572,S717,S:71:7
9573,S718,S:71:8
1472,S72,S:72
9574,S720,S:72:0
9577,S723,S:72:3
9580,S728,S:72:8
9581,S729,S:72:9
9582,S730,S:73:0
9598,S762,S:76:2
9610,S799,S:79:9
1480,S80,S:80
9611,S800,S:80:0
9612,S801,S:80:1
9614,S808,S:80:8
9615,S809,S:80:9
1481,S81,S:81
9616,S810,S:81:0
9617,S817,S:81:7
9618,S818,S:81:8
9619,S819,S:81:9
9621,S821,S:82:1
9622,S822,S:82:2
9623,S823,S:82:3
9624,S824,S:82:4
9625,S825,S:82:5
9628,S828,S:82:8
9629,S829,S:82:9
9631,S831,S:83:1
9636,S836,S:83:6
9659,S869,S:86:9
9666,S898,S:89:8
9667,S899,S:89:9
1490,S90,S:90
9668,S900,S:90:0
9669,S901,S:90:1
9671,S903,S:90:3
9672,S907,S:90:7
9673,S908,S:90:8
9674,S909,S:90:9
9675,S910,S:91:0
9676,S911,S:91:1
9677,S912,S:91:2
9678,S913,S:91:3
9679,S917,S:91:7
1492,S92,S:92
9680,S920,S:92:0
9683,S923,S:92:3
9686,S927,S:92:7
9687,S929,S:92:9
9689,S931,S:93:1
9692,S934,S:93:4
9693,S935,S:93:5
9694,S936,S:93:6
9697,S942,S:94:2
9709,S961,S:96:1
9721,S984,S:98:4
1499,S99,S:99
9723,S998,S:99:8
9724,S999,S:99:9
1500,T00,T:00
9725,T000,T:00:0
9726,T001,T:00:1
9731,T009,T:00:9
9737,T018,T:01:8
9738,T019,T:01:9
9741,T022,T:02:2
9742,T023,T:02:3
9747,T028,T:02:8
9748,T029,T:02:9
9754,T038,T:03:8
9759,T043,T:04:3
9771,T058,T:05:8
9779,T068,T:06:8
1507,T07,T:07
1508,T08,T:08
1509,T09,T:09
9780,T090,T:09:0
9781,T091,T:09:1
9783,T093,T:09:3
9787,T098,T:09:8
9788,T099,T:09:9
1510,T10,T:10
9789,T110,T:11:0
9790,T111,T:11:1
9791,T112,T:11:2
9796,T118,T:11:8
9797,T119,T:11:9
1512,T12,T:12
1513,T13,T:13
9798,T130,T:13:0
9799,T131,T:13:1
9805,T138,T:13:8
9806,T139,T:13:9
1514,T14,T:14
9807,T140,T:14:0
9808,T141,T:14:1
9809,T142,T:14:2
9810,T143,T:14:3
9811,T144,T:14:4
9813,T146,T:14:6
9815,T148,T:14:8
9816,T149,T:14:9
1515,T15,T:15
9817,T150,T:15:0
9818,T151,T:15:1
9819,T158,T:15:8
9820,T159,T:15:9
1516,T16,T:16
1517,T17,T:17
9821,T170,T:17:0
9822,T171,T:17:1
9823,T172,T:17:2
9824,T173,T:17:3
9826,T175,T:17:5
9827,T178,T:17:8
9828,T179,T:17:9
9829,T180,T:18:0
9830,T181,T:18:1
9836,T189,T:18:9
9839,T192,T:19:2
9843,T200,T:20:0
9844,T201,T:20:1
9845,T202,T:20:2
9847,T204,T:20:4
9851,T210,T:21:0
9852,T211,T:21:1
9853,T212,T:21:2
9860,T221,T:22:1
9867,T230,T:23:0
9868,T231,T:23:1
9870,T233,T:23:3
9875,T240,T:24:0
9876,T241,T:24:1
9877,T242,T:24:2
9883,T250,T:25:0
9884,T251,T:25:1
9885,T252,T:25:2
9892,T261,T:26:1
9895,T264,T:26:4
9903,T272,T:27:2
9908,T277,T:27:7
9913,T284,T:28:4
9919,T290,T:29:0
1530,T30,T:30
9927,T300,T:30:0
9928,T301,T:30:1
9929,T302,T:30:2
9930,T303,T:30:3
9931,T304,T:30:4
1531,T31,T:31
9935,T310,T:31:0
9987,T364,T:36:4
9988,T365,T:36:5
9992,T369,T:36:9
9997,T374,T:37:4
10004,T383,T:38:3
10007,T386,T:38:6
10014,T393,T:39:3
1540,T40,T:40
10096,T484,T:48:4
10097,T485,T:48:5
10120,T510,T:51:0
10125,T519,T:51:9
10166,T593,T:59:3
10171,T598,T:59:8
10172,T599,T:59:9
10176,T603,T:60:3
10178,T608,T:60:8
10179,T609,T:60:9
10185,T620,T:62:0
10190,T630,T:63:0
10193,T633,T:63:3
10194,T634,T:63:4
10198,T639,T:63:9
10206,T658,T:65:8
10207,T659,T:65:9
10208,T670,T:67:0
10209,T671,T:67:1
10211,T673,T:67:3
10212,T674,T:67:4
10214,T676,T:67:6
10217,T679,T:67:9
1568,T68,T:68
10218,T690,T:69:0
10228,T709,T:70:9
1571,T71,T:71
10234,T739,T:73:9
1573,T74,T:74
10235,T740,T:74:0
10236,T741,T:74:1
10237,T742,T:74:2
10238,T743,T:74:3
10239,T748,T:74:8
10240,T749,T:74:9
10242,T751,T:75:1
1575,T78,T:78
10247,T780,T:78:0
10248,T781,T:78:1
10249,T782,T:78:2
10251,T784,T:78:4
10253,T789,T:78:9
10256,T792,T:79:2
10257,T793,T:79:3
10259,T795,T:79:5
10266,T802,T:80:2
10267,T803,T:80:3
10268,T804,T:80:4
10272,T809,T:80:9
1578,T81,T:81
10273,T810,T:81:0
10274,T811,T:81:1
10275,T812,T:81:2
10276,T813,T:81:3
10277,T814,T:81:4
10278,T815,T:81:5
10281,T818,T:81:8
10290,T827,T:82:7
10302,T840,T:84:0
10329,T870,T:87:0
10331,T872,T:87:2
10333,T874,T:87:4
10335,T876,T:87:6
10336,T880,T:88:0
10337,T881,T:88:1
10339,T883,T:88:3
10343,T887,T:88:7
10344,T888,T:88:8
10345,T889,T:88:9
10346,T900,T:90:0
2053,U040,U:04:0
14337,U049,U:04:9
14349,U071,U:07:1
14350,U072,U:07:2
14351,U073,U:07:3
14352,U074,U:07:4
14353,U075,U:07:5
10398,V029,V:02:9
10496,V211,V:21:1
1620,V28,V:28
10550,V289,V:28:9
10559,V299,V:29:9
1632,V40,V:40
