id_dcie,id_dimension,id_fuente_origen
5327,I517,I:51:7
5328,I518,I:51:8
5329,I519,I:51:9
5330,I520,I:52:0
5332,I528,I:52:8
5338,I605,I:60:5
5340,I607,I:60:7
5342,I609,I:60:9
5348,I615,I:61:5
5349,I616,I:61:6
5351,I619,I:61:9
5352,I620,I:62:0
5354,I629,I:62:9
5363,I639,I:63:9
5376,I669,I:66:9
5381,I674,I:67:4
5385,I678,I:67:8
5386,I679,I:67:9
5391,I690,I:69:0
5392,I691,I:69:1
5397,I700,I:70:0
5419,I729,I:72:9
5431,I749,I:74:9
5442,I781,I:78:1
5444,I789,I:78:9
5449,I800,I:80:0
5453,I808,I:80:8
5454,I809,I:80:9
5460,I829,I:82:9
5461,I830,I:83:0
5462,I831,I:83:1
5464,I839,I:83:9
5468,I842,I:84:2
5472,I849,I:84:9
5480,I868,I:86:8
5483,I872,I:87:2
5485,I879,I:87:9
5486,I880,I:88:0
5488,I888,I:88:8
5489,I889,I:88:9
5490,I890,I:89:0
5491,I891,I:89:1
5492,I898,I:89:8
5493,I899,I:89:9
5497,I958,I:95:8
5498,I959,I:95:9
714,J00,J:00
5509,J00X,J:00:X
715,J01,J:01
5510,J010,J:01:0
5511,J011,J:01:1
5515,J018,J:01:8
5516,J019,J:01:9
716,J02,J:02
5517,J020,J:02:0
5518,J028,J:02:8
5519,J029,J:02:9
717,J03,J:03
5520,J030,J:03:0
5521,J038,J:03:8
5522,J039,J:03:9
718,J04,J:04
5523,J040,J:04:0
5524,J041,J:04:1
5525,J042,J:04:2
719,J05,J:05
5526,J050,J:05:0
5527,J051,J:05:1
720,J06,J:06
5528,J060,J:06:0
5529,J068,J:06:8
5530,J069,J:06:9
722,J10,J:10
5531,J100,J:10:0
5532,J101,J:10:1
5533,J108,J:10:8
14602,J109,J:10:9
723,J11,J:11
5534,J110,J:11:0
5535,J111,J:11:1
5536,J118,J:11:8
14603,J11X,J:11:X
724,J12,J:12
5537,J120,J:12:0
5538,J121,J:12:1
5539,J122,J:12:2
5541,J128,J:12:8
5542,J129,J:12:9
725,J13,J:13
727,J15,J:15
5543,J150,J:15:0
5545,J152,J:15:2
5546,J153,J:15:3
5549,J156,J:15:6
5550,J157,J:15:7
5551,J158,J:15:8
5552,J159,J:15:9
5553,J160,J:16:0
5554,J168,J:16:8
5555,J170,J:17:0
5556,J171,J:17:1
5557,J172,J:17:2
5559,J178,J:17:8
730,J18,J:18
5560,J180,J:18:0
5561,J181,J:18:1
5562,J182,J:18:2
5563,J188,J:18:8
5564,J189,J:18:9
731,J20,J:20
5565,J200,J:20:0
5566,J201,J:20:1
5567,J202,J:20:2
5569,J204,J:20:4
5570,J205,J:20:5
5571,J206,J:20:6
5572,J207,J:20:7
5573,J208,J:20:8
5574,J209,J:20:9
732,J21,J:21
5575,J210,J:21:0
5577,J218,J:21:8
5578,J219,J:21:9
733,J22,J:22
14604,J22X,J:22:X
734,J30,J:30
5579,J300,J:30:0
5580,J301,J:30:1
5581,J302,J:30:2
5582,J303,J:30:3
5583,J304,J:30:4
735,J31,J:31
5584,J310,J:31:0
5585,J311,J:31:1
5586,J312,J:31:2
5588,J321,J:32:1
5591,J324,J:32:4
5593,J329,J:32:9
737,J33,J:33
5594,J330,J:33:0
5596,J338,J:33:8
5597,J339,J:33:9
738,J34,J:34
5598,J340,J:34:0
5599,J341,J:34:1
5600,J342,J:34:2
5601,J343,J:34:3
5602,J348,J:34:8
5603,J350,J:35:0
5604,J351,J:35:1
5605,J352,J:35:2
5606,J353,J:35:3
5607,J358,J:35:8
5608,J359,J:35:9
740,J36,J:36
5609,J370,J:37:0
5610,J371,J:37:1
5611,J380,J:38:0
5613,J382,J:38:2
5615,J384,J:38:4
5616,J385,J:38:5
743,J39,J:39
5619,J390,J:39:0
5621,J392,J:39:2
5622,J393,J:39:3
5624,J399,J:39:9
744,J40,J:40
5625,J410,J:41:0
5627,J418,J:41:8
746,J42,J:42
5631,J438,J:43:8
5632,J439,J:43:9
5633,J440,J:44:0
5635,J448,J:44:8
5636,J449,J:44:9
5637,J450,J:45:0
5638,J451,J:45:1
5639,J458,J:45:8
5640,J459,J:45:9
750,J46,J:46
751,J47,J:47
756,J64,J:64
757,J65,J:65
5662,J678,J:67:8
5670,J689,J:68:9
761,J69,J:69
5671,J690,J:69:0
5672,J691,J:69:1
5673,J698,J:69:8
5679,J708,J:70:8
5680,J709,J:70:9
763,J80,J:80
764,J81,J:81
765,J82,J:82
766,J84,J:84
5681,J840,J:84:0
5682,J841,J:84:1
5683,J848,J:84:8
5684,J849,J:84:9
5686,J851,J:85:1
5687,J852,J:85:2
769,J90,J:90
5691,J920,J:92:0
5693,J930,J:93:0
5694,J931,J:93:1
5695,J938,J:93:8
5696,J939,J:93:9
5697,J940,J:94:0
5699,J942,J:94:2
5700,J948,J:94:8
5702,J950,J:95:0
5707,J955,J:95:5
5708,J958,J:95:8
5709,J959,J:95:9
5710,J960,J:96:0
5711,J961,J:96:1
5712,J969,J:96:9
776,J98,J:98
5713,J980,J:98:0
5714,J981,J:98:1
5715,J982,J:98:2
5717,J984,J:98:4
5718,J985,J:98:5
5720,J988,J:98:8
5721,J989,J:98:9
777,J99,J:99
5723,J991,J:99:1
5724,J998,J:99:8
778,K00,K:00
5726,K001,K:00:1
5727,K002,K:00:2
5728,K003,K:00:3
5729,K004,K:00:4
5731,K006,K:00:6
5732,K007,K:00:7
5733,K008,K:00:8
5734,K009,K:00:9
780,K02,K:02
5737,K020,K:02:0
5738,K021,K:02:1
5739,K022,K:02:2
5744,K029,K:02:9
5746,K031,K:03:1
5755,K040,K:04:0
5756,K041,K:04:1
5759,K044,K:04:4
5760,K045,K:04:5
5762,K047,K:04:7
783,K05,K:05
5765,K050,K:05:0
5766,K051,K:05:1
5767,K052,K:05:2
5768,K053,K:05:3
5770,K055,K:05:5
5773,K061,K:06:1
5775,K068,K:06:8
5776,K069,K:06:9
785,K07,K:07
5777,K070,K:07:0
5778,K071,K:07:1
5780,K073,K:07:3
5785,K079,K:07:9
5786,K080,K:08:0
5787,K081,K:08:1
5789,K083,K:08:3
5790,K088,K:08:8
5791,K089,K:08:9
5792,K090,K:09:0
5793,K091,K:09:1
5794,K092,K:09:2
5795,K098,K:09:8
5796,K099,K:09:9
5799,K102,K:10:2
5800,K103,K:10:3
5801,K108,K:10:8
5802,K109,K:10:9
5804,K111,K:11:1
5805,K112,K:11:2
5806,K113,K:11:3
5809,K116,K:11:6
5810,K117,K:11:7
5811,K118,K:11:8
5812,K119,K:11:9
790,K12,K:12
5813,K120,K:12:0
5814,K121,K:12:1
5815,K122,K:12:2
5817,K130,K:13:0
5819,K132,K:13:2
5821,K134,K:13:4
5824,K137,K:13:7
792,K14,K:14
5825,K140,K:14:0
5826,K141,K:14:1
5830,K145,K:14:5
5832,K148,K:14:8
5833,K149,K:14:9
793,K20,K:20
794,K21,K:21
5834,K210,K:21:0
5835,K219,K:21:9
5836,K220,K:22:0
5840,K224,K:22:4
5844,K228,K:22:8
5845,K229,K:22:9
797,K25,K:25
5850,K251,K:25:1
5852,K253,K:25:3
5856,K257,K:25:7
5857,K259,K:25:9
799,K27,K:27
5867,K270,K:27:0
5875,K279,K:27:9
801,K29,K:29
5885,K290,K:29:0
5886,K291,K:29:1
5887,K292,K:29:2
5888,K293,K:29:3
5890,K295,K:29:5
5891,K296,K:29:6
5892,K297,K:29:7
5893,K298,K:29:8
5894,K299,K:29:9
802,K30,K:30
5895,K310,K:31:0
5896,K311,K:31:1
5897,K312,K:31:2
5898,K313,K:31:3
5900,K315,K:31:5
5901,K316,K:31:6
5902,K317,K:31:7
5903,K318,K:31:8
5904,K319,K:31:9
804,K35,K:35
805,K350,K:35:0
806,K351,K:35:1
807,K359,K:35:9
808,K36,K:36
809,K37,K:37
5909,K381,K:38:1
5912,K388,K:38:8
5913,K389,K:38:9
811,K40,K:40
5914,K400,K:40:0
5916,K402,K:40:2
5917,K403,K:40:3
5918,K404,K:40:4
5919,K409,K:40:9
812,K41,K:41
5922,K412,K:41:2
5925,K419,K:41:9
813,K42,K:42
5926,K420,K:42:0
5927,K421,K:42:1
5928,K429,K:42:9
5929,K430,K:43:0
5937,K439,K:43:9
815,K44,K:44
5938,K440,K:44:0
5940,K449,K:44:9
5941,K450,K:45:0
5943,K458,K:45:8
817,K46,K:46
5944,K460,K:46:0
5945,K461,K:46:1
5946,K469,K:46:9
5947,K500,K:50:0
5949,K508,K:50:8
5950,K509,K:50:9
819,K51,K:51
5951,K510,K:51:0
5957,K518,K:51:8
5958,K519,K:51:9
820,K52,K:52
5959,K520,K:52:0
5960,K521,K:52:1
5961,K522,K:52:2
5963,K528,K:52:8
5964,K529,K:52:9
5965,K550,K:55:0
5968,K558,K:55:8
5969,K559,K:55:9
5970,K560,K:56:0
5971,K561,K:56:1
5972,K562,K:56:2
5973,K563,K:56:3
5974,K564,K:56:4
5975,K565,K:56:5
5976,K566,K:56:6
5977,K567,K:56:7
5978,K570,K:57:0
5984,K578,K:57:8
5985,K579,K:57:9
824,K58,K:58
5986,K580,K:58:0
5987,K589,K:58:9
825,K59,K:59
5988,K590,K:59:0
5989,K591,K:59:1
5990,K592,K:59:2
5991,K593,K:59:3
5992,K594,K:59:4
5993,K598,K:59:8
5994,K599,K:59:9
5995,K600,K:60:0
5997,K602,K:60:2
5998,K603,K:60:3
5999,K604,K:60:4
6000,K605,K:60:5
827,K61,K:61
6001,K610,K:61:0
6003,K612,K:61:2
6005,K614,K:61:4
828,K62,K:62
6006,K620,K:62:0
6007,K621,K:62:1
6009,K623,K:62:3
6010,K624,K:62:4
6011,K625,K:62:5
6014,K628,K:62:8
6015,K629,K:62:9
829,K63,K:63
6016,K630,K:63:0
6017,K631,K:63:1
6018,K632,K:63:2
6021,K635,K:63:5
6022,K638,K:63:8
6023,K639,K:63:9
6032,K650,K:65:0
6033,K658,K:65:8
6034,K659,K:65:9
6036,K661,K:66:1
6037,K668,K:66:8
6062,K729,K:72:9
6063,K730,K:73:0
6067,K739,K:73:9
6073,K745,K:74:5
6074,K746,K:74:6
6075,K750,K:75:0
6077,K752,K:75:2
6080,K758,K:75:8
6081,K759,K:75:9
6082,K760,K:76:0
6083,K761,K:76:1
6084,K762,K:76:2
6090,K768,K:76:8
6091,K769,K:76:9
6095,K801,K:80:1
6096,K802,K:80:2
6098,K804,K:80:4
6099,K805,K:80:5
6100,K808,K:80:8
843,K81,K:81
6101,K810,K:81:0
6102,K811,K:81:1
6103,K818,K:81:8
6104,K819,K:81:9
6110,K828,K:82:8
6113,K831,K:83:1
6116,K834,K:83:4
6119,K839,K:83:9
846,K85,K:85
6131,K869,K:86:9
849,K90,K:90
6134,K900,K:90:0
6135,K901,K:90:1
6138,K904,K:90:4
6139,K908,K:90:8
6140,K909,K:90:9
6141,K910,K:91:0
6144,K913,K:91:3
6148,K919,K:91:9
851,K92,K:92
6149,K920,K:92:0
6150,K921,K:92:1
6151,K922,K:92:2
6152,K928,K:92:8
6153,K929,K:92:9
853,L00,L:00
854,L01,L:01
6157,L010,L:01:0
6158,L011,L:01:1
855,L02,L:02
6159,L020,L:02:0
6160,L021,L:02:1
6161,L022,L:02:2
6162,L023,L:02:3
6163,L024,L:02:4
6164,L028,L:02:8
6165,L029,L:02:9
856,L03,L:03
6166,L030,L:03:0
6167,L031,L:03:1
6168,L032,L:03:2
6169,L033,L:03:3
6170,L038,L:03:8
6171,L039,L:03:9
857,L04,L:04
6172,L040,L:04:0
6174,L042,L:04:2
6177,L049,L:04:9
858,L05,L:05
6179,L059,L:05:9
859,L08,L:08
6180,L080,L:08:0
6182,L088,L:08:8
6183,L089,L:08:9
860,L10,L:10
6184,L100,L:10:0
6185,L101,L:10:1
6186,L102,L:10:2
6188,L104,L:10:4
6190,L108,L:10:8
6191,L109,L:10:9
6193,L111,L:11:1
6195,L119,L:11:9
862,L12,L:12
6196,L120,L:12:0
6201,L129,L:12:9
6202,L130,L:13:0
6203,L131,L:13:1
6205,L139,L:13:9
864,L14,L:14
865,L20,L:20
6206,L200,L:20:0
6207,L208,L:20:8
6208,L209,L:20:9
866,L21,L:21
6209,L210,L:21:0
6210,L211,L:21:1
6211,L218,L:21:8
6212,L219,L:21:9
867,L22,L:22
868,L23,L:23
6213,L230,L:23:0
6214,L231,L:23:1
6215,L232,L:23:2
6216,L233,L:23:3
6217,L234,L:23:4
6218,L235,L:23:5
6219,L236,L:23:6
6220,L237,L:23:7
6221,L238,L:23:8
6222,L239,L:23:9
869,L24,L:24
6223,L240,L:24:0
6226,L243,L:24:3
6231,L248,L:24:8
6232,L249,L:24:9
870,L25,L:25
6233,L250,L:25:0
6235,L252,L:25:2
6237,L254,L:25:4
6238,L255,L:25:5
6239,L258,L:25:8
6240,L259,L:25:9
871,L26,L:26
6241,L270,L:27:0
6242,L271,L:27:1
6243,L272,L:27:2
6244,L278,L:27:8
6245,L279,L:27:9
873,L28,L:28
6246,L280,L:28:0
6247,L281,L:28:1
6248,L282,L:28:2
874,L29,L:29
6251,L292,L:29:2
6253,L298,L:29:8
6254,L299,L:29:9
875,L30,L:30
6255,L300,L:30:0
6256,L301,L:30:1
6257,L302,L:30:2
6258,L303,L:30:3
6259,L304,L:30:4
6260,L305,L:30:5
6261,L308,L:30:8
6262,L309,L:30:9
876,L40,L:40
6263,L400,L:40:0
6265,L402,L:40:2
6266,L403,L:40:3
6269,L408,L:40:8
6270,L409,L:40:9
878,L42,L:42
879,L43,L:43
6278,L430,L:43:0
6283,L439,L:43:9
6284,L440,L:44:0
6287,L443,L:44:3
6288,L444,L:44:4
882,L50,L:50
6291,L500,L:50:0
6292,L501,L:50:1
6298,L508,L:50:8
6299,L509,L:50:9
6300,L510,L:51:0
6303,L518,L:51:8
6304,L519,L:51:9
885,L53,L:53
6305,L530,L:53:0
6306,L531,L:53:1
6308,L533,L:53:3
6309,L538,L:53:8
6310,L539,L:53:9
886,L54,L:54
6311,L540,L:54:0
6312,L548,L:54:8
6314,L551,L:55:1
6315,L552,L:55:2
6316,L558,L:55:8
6317,L559,L:55:9
6318,L560,L:56:0
6321,L563,L:56:3
6325,L570,L:57:0
6330,L575,L:57:5
6331,L578,L:57:8
6335,L589,L:58:9
6336,L590,L:59:0
6337,L598,L:59:8
6338,L599,L:59:9
892,L60,L:60
6339,L600,L:60:0
6346,L609,L:60:9
6349,L630,L:63:0
6361,L659,L:65:9
6364,L662,L:66:2
6366,L664,L:66:4
6368,L669,L:66:9
6373,L680,L:68:0
6377,L688,L:68:8
6378,L689,L:68:9
900,L70,L:70
6379,L700,L:70:0
6380,L701,L:70:1
6383,L704,L:70:4
6385,L708,L:70:8
6386,L709,L:70:9
6387,L710,L:71:0
6388,L711,L:71:1
902,L72,L:72
6391,L720,L:72:0
6392,L721,L:72:1
6394,L728,L:72:8
6395,L729,L:72:9
6398,L732,L:73:2
6399,L738,L:73:8
6400,L739,L:73:9
904,L74,L:74
6401,L740,L:74:0
6402,L741,L:74:1
6403,L742,L:74:2
6404,L743,L:74:3
6406,L748,L:74:8
6407,L749,L:74:9
6408,L750,L:75:0
6410,L752,L:75:2
906,L80,L:80
6414,L811,L:81:1
6416,L813,L:81:3
6417,L814,L:81:4
6419,L816,L:81:6
6421,L818,L:81:8
6422,L819,L:81:9
908,L82,L:82
6424,L851,L:85:1
6426,L853,L:85:3
6428,L859,L:85:9
914,L88,L:88
915,L89,L:89
6443,L904,L:90:4
6444,L905,L:90:5
6446,L908,L:90:8
6447,L909,L:90:9
917,L91,L:91
6448,L910,L:91:0
6450,L919,L:91:9
918,L92,L:92
6451,L920,L:92:0
6453,L922,L:92:2
6454,L923,L:92:3
6455,L928,L:92:8
6456,L929,L:92:9
6457,L930,L:93:0
6459,L932,L:93:2
6460,L940,L:94:0
6463,L943,L:94:3
6468,L949,L:94:9
6471,L958,L:95:8
6472,L959,L:95:9
922,L97,L:97
923,L98,L:98
6473,L980,L:98:0
6474,L981,L:98:1
6475,L982,L:98:2
6476,L983,L:98:3
6477,L984,L:98:4
6479,L986,L:98:6
6480,L988,L:98:8
6481,L989,L:98:9
924,L99,L:99
6482,L990,L:99:0
6488,M009,M:00:9
6495,M016,M:01:6
6503,M030,M:03:0
6504,M031,M:03:1
6512,M059,M:05:9
6514,M061,M:06:1
6516,M063,M:06:3
6519,M069,M:06:9
6533,M089,M:08:9
934,M10,M:10
6540,M102,M:10:2
6543,M109,M:10:9
6546,M112,M:11:2
937,M13,M:13
6556,M130,M:13:0
6557,M131,M:13:1
6559,M139,M:13:9
6566,M146,M:14:6
6568,M150,M:15:0
6572,M154,M:15:4
6583,M169,M:16:9
6584,M170,M:17:0
6602,M199,M:19:9
6603,M200,M:20:0
6607,M204,M:20:4
6608,M205,M:20:5
6609,M206,M:20:6
6610,M210,M:21:0
6611,M211,M:21:1
6614,M214,M:21:4
6615,M215,M:21:5
6616,M216,M:21:6
6618,M218,M:21:8
6619,M219,M:21:9
6624,M224,M:22:4
6630,M233,M:23:3
6635,M239,M:23:9
6638,M242,M:24:2
6639,M243,M:24:3
6640,M244,M:24:4
6642,M246,M:24:6
6644,M248,M:24:8
6648,M252,M:25:2
6649,M253,M:25:3
6651,M255,M:25:5
6655,M259,M:25:9
6656,M300,M:30:0
6660,M308,M:30:8
6661,M310,M:31:0
6670,M319,M:31:9
6674,M329,M:32:9
6676,M331,M:33:1
6684,M350,M:35:0
6693,M359,M:35:9
6709,M413,M:41:3
6713,M419,M:41:9
6723,M436,M:43:6
6725,M439,M:43:9
6734,M470,M:47:0
6744,M485,M:48:5
6753,M498,M:49:8
6759,M509,M:50:9
6761,M511,M:51:1
6762,M512,M:51:2
6771,M538,M:53:8
969,M54,M:54
6775,M542,M:54:2
6776,M543,M:54:3
6777,M544,M:54:4
6778,M545,M:54:5
6779,M546,M:54:6
6780,M548,M:54:8
6781,M549,M:54:9
6784,M602,M:60:2
6786,M609,M:60:9
6791,M614,M:61:4
6794,M620,M:62:0
6795,M621,M:62:1
6798,M624,M:62:4
6799,M625,M:62:5
6800,M626,M:62:6
6801,M628,M:62:8
6802,M629,M:62:9
6807,M638,M:63:8
6810,M652,M:65:2
6811,M653,M:65:3
6813,M658,M:65:8
6823,M672,M:67:2
6825,M674,M:67:4
6827,M679,M:67:9
6829,M688,M:68:8
6839,M709,M:70:9
6842,M712,M:71:2
6843,M713,M:71:3
6845,M715,M:71:5
6846,M718,M:71:8
6847,M719,M:71:9
6851,M724,M:72:4
6852,M726,M:72:6
6854,M729,M:72:9
6857,M738,M:73:8
6859,M751,M:75:1
6861,M753,M:75:3
6863,M755,M:75:5
6864,M758,M:75:8
6865,M759,M:75:9
6866,M760,M:76:0
6867,M761,M:76:1
6868,M762,M:76:2
6870,M764,M:76:4
6872,M766,M:76:6
6875,M769,M:76:9
6876,M770,M:77:0
6877,M771,M:77:1
6879,M773,M:77:3
6881,M775,M:77:5
6883,M779,M:77:9
985,M79,M:79
6884,M790,M:79:0
6885,M791,M:79:1
6886,M792,M:79:2
6889,M795,M:79:5
6890,M796,M:79:6
6892,M798,M:79:8
6893,M799,M:79:9
6900,M808,M:80:8
6909,M818,M:81:8
6910,M819,M:81:9
6914,M830,M:83:0
6923,M841,M:84:1
6924,M842,M:84:2
6926,M844,M:84:4
6929,M850,M:85:0
6933,M854,M:85:4
6935,M856,M:85:6
6952,M879,M:87:9
6957,M891,M:89:1
6958,M892,M:89:2
6960,M894,M:89:4
6962,M896,M:89:6
6964,M899,M:89:9
6976,M912,M:91:2
6981,M921,M:92:1
6985,M925,M:92:5
6992,M932,M:93:2
6993,M938,M:93:8
6994,M939,M:93:9
6995,M940,M:94:0
6997,M942,M:94:2
6998,M943,M:94:3
6999,M948,M:94:8
7003,M952,M:95:2
7006,M955,M:95:5
7008,M959,M:95:9
7028,N000,N:00:0
7029,N001,N:00:1
7037,N009,N:00:9
7047,N019,N:01:9
1006,N02,N:02
7057,N029,N:02:9
1008,N04,N:04
7076,N048,N:04:8
7077,N049,N:04:9
1009,N05,N:05
7078,N050,N:05:0
7087,N059,N:05:9
7097,N069,N:06:9
1013,N10,N:10
7115,N110,N:11:0
7116,N111,N:11:1
7118,N119,N:11:9
1015,N12,N:12
1016,N13,N:13
7120,N131,N:13:1
7121,N132,N:13:2
7122,N133,N:13:3
7124,N135,N:13:5
7125,N136,N:13:6
7126,N137,N:13:7
7127,N138,N:13:8
7128,N139,N:13:9
7129,N140,N:14:0
7131,N142,N:14:2
7137,N159,N:15:9
7138,N160,N:16:0
7145,N170,N:17:0
7147,N172,N:17:2
7148,N178,N:17:8
7149,N179,N:17:9
7150,N180,N:18:0
7156,N188,N:18:8
7157,N189,N:18:9
7158,N200,N:20:0
7159,N201,N:20:1
7160,N202,N:20:2
7161,N209,N:20:9
7163,N211,N:21:1
7165,N219,N:21:9
7166,N220,N:22:0
7167,N228,N:22:8
1026,N23,N:23
1027,N25,N:25
7168,N250,N:25:0
7170,N258,N:25:8
7171,N259,N:25:9
7175,N280,N:28:0
7177,N288,N:28:8
7178,N289,N:28:9
1032,N30,N:30
7182,N300,N:30:0
7184,N302,N:30:2
7186,N304,N:30:4
7187,N308,N:30:8
7188,N309,N:30:9
7193,N319,N:31:9
7194,N320,N:32:0
7200,N329,N:32:9
7203,N340,N:34:0
7204,N341,N:34:1
7205,N342,N:34:2
7206,N343,N:34:3
7210,N359,N:35:9
7211,N360,N:36:0
7214,N363,N:36:3
7215,N368,N:36:8
7216,N369,N:36:9
1039,N37,N:37
7217,N370,N:37:0
7218,N378,N:37:8
1040,N39,N:39
7219,N390,N:39:0
7220,N391,N:39:1
7221,N392,N:39:2
7222,N393,N:39:3
7223,N394,N:39:4
7224,N398,N:39:8
7225,N399,N:39:9
1044,N43,N:43
7238,N430,N:43:0
7239,N431,N:43:1
7240,N432,N:43:2
7241,N433,N:43:3
7242,N434,N:43:4
1045,N44,N:44
1046,N45,N:45
7243,N450,N:45:0
7244,N459,N:45:9
1048,N47,N:47
7245,N480,N:48:0
7246,N481,N:48:1
7247,N482,N:48:2
7248,N483,N:48:3
7249,N484,N:48:4
7250,N485,N:48:5
7251,N486,N:48:6
7252,N488,N:48:8
7253,N489,N:48:9
7256,N492,N:49:2
7257,N498,N:49:8
7258,N499,N:49:9
7259,N500,N:50:0
7261,N508,N:50:8
7262,N509,N:50:9
1052,N51,N:51
7264,N511,N:51:1
7265,N512,N:51:2
7266,N518,N:51:8
7267,N600,N:60:0
7268,N601,N:60:1
7273,N609,N:60:9
1054,N61,N:61
1055,N62,N:62
1056,N63,N:63
1057,N64,N:64
7277,N643,N:64:3
7278,N644,N:64:4
7280,N648,N:64:8
7281,N649,N:64:9
1163,P00,P:00
7878,P000,P:00:0
7879,P001,P:00:1
7880,P002,P:00:2
7881,P003,P:00:3
7882,P004,P:00:4
7883,P005,P:00:5
7884,P006,P:00:6
7885,P007,P:00:7
7886,P008,P:00:8
7887,P009,P:00:9
7888,P010,P:01:0
7889,P011,P:01:1
7891,P013,P:01:3
7892,P014,P:01:4
7893,P015,P:01:5
7894,P016,P:01:6
7895,P017,P:01:7
7896,P018,P:01:8
7897,P019,P:01:9
1165,P02,P:02
7898,P020,P:02:0
7899,P021,P:02:1
7901,P023,P:02:3
7902,P024,P:02:4
7903,P025,P:02:5
7904,P026,P:02:6
7905,P027,P:02:7
7906,P028,P:02:8
7907,P029,P:02:9
1166,P03,P:03
7908,P030,P:03:0
7909,P031,P:03:1
7910,P032,P:03:2
7913,P035,P:03:5
7915,P038,P:03:8
7916,P039,P:03:9
1167,P04,P:04
7917,P040,P:04:0
7918,P041,P:04:1
7919,P042,P:04:2
7920,P043,P:04:3
7924,P048,P:04:8
7925,P049,P:04:9
1168,P05,P:05
7926,P050,P:05:0
7927,P051,P:05:1
7928,P052,P:05:2
7929,P059,P:05:9
1169,P07,P:07
7930,P070,P:07:0
7931,P071,P:07:1
7932,P072,P:07:2
7933,P073,P:07:3
1170,P08,P:08
7934,P080,P:08:0
7935,P081,P:08:1
7936,P082,P:08:2
1171,P10,P:10
7937,P100,P:10:0
7938,P101,P:10:1
7939,P102,P:10:2
7940,P103,P:10:3
7941,P104,P:10:4
7942,P108,P:10:8
7943,P109,P:10:9
1172,P11,P:11
7944,P110,P:11:0
7945,P111,P:11:1
7946,P112,P:11:2
7950,P119,P:11:9
1173,P12,P:12
7951,P120,P:12:0
7952,P121,P:12:1
7954,P123,P:12:3
7955,P124,P:12:4
7956,P128,P:12:8
7957,P129,P:12:9
7958,P130,P:13:0
7959,P131,P:13:1
7960,P132,P:13:2
7961,P133,P:13:3
7962,P134,P:13:4
7963,P138,P:13:8
7965,P140,P:14:0
7966,P141,P:14:1
7968,P143,P:14:3
7969,P148,P:14:8
7970,P149,P:14:9
1176,P15,P:15
7975,P154,P:15:4
7976,P155,P:15:5
7977,P156,P:15:6
7978,P158,P:15:8
7979,P159,P:15:9
1177,P20,P:20
7980,P200,P:20:0
7981,P201,P:20:1
7982,P209,P:20:9
1178,P21,P:21
7983,P210,P:21:0
7984,P211,P:21:1
7985,P219,P:21:9
1179,P22,P:22
7986,P220,P:22:0
7987,P221,P:22:1
7988,P228,P:22:8
7989,P229,P:22:9
1180,P23,P:23
7990,P230,P:23:0
7991,P231,P:23:1
7992,P232,P:23:2
7993,P233,P:23:3
7994,P234,P:23:4
7996,P236,P:23:6
7997,P238,P:23:8
7998,P239,P:23:9
1181,P24,P:24
7999,P240,P:24:0
8000,P241,P:24:1
8001,P242,P:24:2
8002,P243,P:24:3
8003,P248,P:24:8
8004,P249,P:24:9
1182,P25,P:25
8005,P250,P:25:0
8006,P251,P:25:1
8007,P252,P:25:2
8008,P253,P:25:3
8009,P258,P:25:8
1183,P26,P:26
8010,P260,P:26:0
8011,P261,P:26:1
8012,P268,P:26:8
8013,P269,P:26:9
1184,P27,P:27
8014,P270,P:27:0
8015,P271,P:27:1
8016,P278,P:27:8
8017,P279,P:27:9
1185,P28,P:28
8018,P280,P:28:0
8019,P281,P:28:1
8020,P282,P:28:2
8021,P283,P:28:3
8022,P284,P:28:4
8023,P285,P:28:5
8024,P288,P:28:8
8025,P289,P:28:9
8026,P290,P:29:0
8027,P291,P:29:1
8028,P292,P:29:2
8029,P293,P:29:3
8030,P294,P:29:4
8031,P298,P:29:8
8032,P299,P:29:9
1187,P35,P:35
8033,P350,P:35:0
8034,P351,P:35:1
8035,P352,P:35:2
8036,P353,P:35:3
8037,P358,P:35:8
8038,P359,P:35:9
1188,P36,P:36
8039,P360,P:36:0
8040,P361,P:36:1
8041,P362,P:36:2
8042,P363,P:36:3
8043,P364,P:36:4
8044,P365,P:36:5
8045,P368,P:36:8
8046,P369,P:36:9
1189,P37,P:37
8047,P370,P:37:0
8048,P371,P:37:1
8049,P372,P:37:2
8052,P375,P:37:5
8053,P378,P:37:8
8054,P379,P:37:9
1190,P38,P:38
1191,P39,P:39
8055,P390,P:39:0
8056,P391,P:39:1
8057,P392,P:39:2
8058,P393,P:39:3
8059,P394,P:39:4
8060,P398,P:39:8
8061,P399,P:39:9
1192,P50,P:50
8062,P500,P:50:0
8063,P501,P:50:1
8067,P505,P:50:5
8068,P508,P:50:8
8069,P509,P:50:9
1193,P51,P:51
8070,P510,P:51:0
8071,P518,P:51:8
8072,P519,P:51:9
8073,P520,P:52:0
8074,P521,P:52:1
8075,P522,P:52:2
8076,P523,P:52:3
8077,P524,P:52:4
8078,P525,P:52:5
8079,P526,P:52:6
8080,P528,P:52:8
8081,P529,P:52:9
1195,P53,P:53
1196,P54,P:54
8082,P540,P:54:0
8083,P541,P:54:1
8084,P542,P:54:2
8085,P543,P:54:3
8086,P544,P:54:4
8087,P545,P:54:5
8088,P546,P:54:6
8089,P548,P:54:8
8090,P549,P:54:9
1197,P55,P:55
